AnlagenschlÃ¼ssel;Ãœbertragungsnetzbetreiber;Netzbetreiber;Netzbetreiber Betriebsnummer;EnergietrÃ¤ger;Einspeisungsebene;Leistung;Leistungsgemessene Anlage;Zeitreihentyp;Regelbarkeit;Biomasse KWK-Anteil;Biomassetechnologie;Zeitpunkt der Inbetriebnahme;Zeitpunkt der Ausserbetriebnahme;Zeitpunkt des Netzzugangs;Zeitpunkt des Netzabgangs;BundeslandkÃ¼rzel;Ort;Ortsteil;PLZ;Strasse;Nummer;Flur;FlurstÃ¼ck
E41081010000000000000000000005932;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Wind;MS;1.545.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;26.04.1999;;;;SN;Leipzig;Hartmannsdorf-Knautnaundorf;04249;Windpark;954;;
E41081010000000000000000000005932;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Windenergie;MS;1545;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;26.04.1999;;;;SN;Leipzig;Hartmannsdorf-Knautnaundorf;04249;Windpark;954;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000002352400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.4;nein;;;nein;null;09.11.2007;;;;SN;Leipzig;;04207;Rapsweg;128;;
E40770010000010000000002352400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.38;nein;;;nein;null;09.11.2007;;;;SN;Leipzig;;04207;Rapsweg;128;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000563200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.2;nein;;;nein;null;17.05.1993;;;;SN;Leipzig;;04109;Mainzer Str.;11;;
E40770010000010000000000563200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.18;nein;;;nein;null;17.05.1993;;;;SN;Leipzig;;04109;Mainzer Str.;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000182973;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.7;nein;;nicht regelbar;nein;null;19.12.2011;;;;SN;Leipzig;Burghausen-Rückmarsdorf;04178;Alte Dorfstr.;25;;
E41081010000000000000000000182973;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.68;nein;;nicht regelbar;nein;null;19.12.2011;;;;SN;Leipzig;Burghausen-Rückmarsdorf;04178;Alte Dorfstr.;25;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003332900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.3;nein;;;nein;null;19.12.2008;;;;SN;Leipzig;;04299;Gletschersteinstr.;9;;
E40770010000010000000003332900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.28;nein;;;nein;null;19.12.2008;;;;SN;Leipzig;;04299;Gletschersteinstr.;9;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000165219;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.4;nein;;nicht regelbar;nein;null;21.12.2010;;;;SN;Leipzig;Engelsdorf;04319;Hussitenstr.;6;;
E41081010000000000000000000165219;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.36;nein;;nicht regelbar;nein;null;21.12.2010;;;;SN;Leipzig;Engelsdorf;04319;Hussitenstr.;6;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000150971;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.8;nein;;nicht regelbar;nein;null;06.04.2010;;;;SN;Leipzig;Holzhausen;04288;Nachtigallenhain;18;;
E41081010000000000000000000150971;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.85;nein;;nicht regelbar;nein;null;06.04.2010;;;;SN;Leipzig;Holzhausen;04288;Nachtigallenhain;18;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;
E40770010000010000000005972800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;;nein;null;13.09.2012;;;;SN;Leipzig;;04289;Schwarzenbergweg;6;;
E40770010000010000000005972800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;;nein;null;14.09.2012;;;;SN;Leipzig;;04289;Schwarzenbergweg;6;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000029439;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.0;nein;;nicht regelbar;nein;null;22.06.2006;;;;SN;Leipzig;Lindenthal;04158;Dennewitzer Str.;39;;
E41081010000000000000000000029439;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.95;nein;;nicht regelbar;nein;null;22.06.2006;;;;SN;Leipzig;Lindenthal;04158;Dennewitzer Str.;39;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fehler;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000035061;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Gas;MS;1.727.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;26.02.1997;;;;SN;Leipzig;Wiederitzsch;04356;Maximilianallee;80;;
E41081010000000000000000000035061;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Deponiegas;MS;1727;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;26.02.1997;;;;SN;Leipzig;Wiederitzsch;04356;Maximilianallee;80;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005842000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;26.4;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;08.03.2012;;;;SN;Leipzig;;04347;Föpplstr.;11;;
E40770010000010000000005842000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;26.35;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;08.03.2012;;;;SN;Leipzig;;04347;Föpplstr.;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005929400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.0;nein;;;nein;null;12.06.2012;;;;SN;Leipzig;;04347;Losinskiweg;9;;
E40770010000010000000005929400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.89;nein;;;nein;null;12.06.2012;;;;SN;Leipzig;;04347;Losinskiweg;9;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001469600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.0;nein;;;nein;null;07.07.2006;;;;SN;Leipzig;;04349;U.-Götze-Str.;5;;
E40770010000010000000001469600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.95;nein;;;nein;null;07.07.2006;;;;SN;Leipzig;;04349;U.-Götze-Str.;5;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000155955;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.2;nein;;nicht regelbar;nein;null;26.05.2010;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Stahmelner Höhe;15;;
E41081010000000000000000000155955;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.23;nein;;nicht regelbar;nein;null;26.05.2010;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Stahmelner Höhe;15;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000142982;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.1;nein;;nicht regelbar;nein;null;02.11.2009;;;;SN;Leipzig;Wiederitzsch;04158;Kamillenweg;29;;
E41081010000000000000000000142982;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.2;nein;;nicht regelbar;nein;null;02.11.2009;;;;SN;Leipzig;Wiederitzsch;04158;Kamillenweg;29;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000002352900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.6;nein;;;nein;null;26.07.2007;;;;SN;Leipzig;;04159;Hüfnerstr.;2;;
E40770010000010000000002352900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.65;nein;;;nein;null;26.07.2007;;;;SN;Leipzig;;04159;Hüfnerstr.;2;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000873300002;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.5;nein;;;nein;null;07.05.2007;;;;SN;Leipzig;;04279;Cröberner Str.;13;;
E40770010000010000000000873300002;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.52;nein;;;nein;null;07.05.2007;;;;SN;Leipzig;;04279;Cröberner Str.;13;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000195739;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;11.8;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;22.08.2012;;;;SN;Leipzig;Wiederitzsch;04158;Rietzschkegrund;21;;
E41081010000000000000000000195739;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;11.76;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;22.08.2012;;;;SN;Leipzig;Wiederitzsch;04158;Rietzschkegrund;21;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000869900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.0;nein;;;nein;null;23.08.2005;;;;SN;Leipzig;;04179;W.-Zipperer-Str.;156;;
E40770010000010000000000869900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.97;nein;;;nein;null;23.08.2005;;;;SN;Leipzig;;04179;W.-Zipperer-Str.;156;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000496100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;;nein;null;02.11.2004;;;;SN;Leipzig;;04249;Büttnerweg;16;;
E40770010000010000000000496100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.55;nein;;;nein;null;02.11.2004;;;;SN;Leipzig;;04249;Büttnerweg;16;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001847000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;20.0;nein;;;nein;null;11.12.2006;;;;SN;Leipzig;;04289;Strümpelstr.;40;;
E40770010000010000000001847000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;19.95;nein;;;nein;null;11.12.2006;;;;SN;Leipzig;;04289;Strümpelstr.;40;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005661700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.6;nein;;70 % Begrenzung;nein;null;15.03.2012;;;;SN;Leipzig;;04315;Kapellenstr.;18;;
E40770010000010000000005661700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.65;nein;;70 % Begrenzung;nein;null;15.03.2012;;;;SN;Leipzig;;04315;Kapellenstr.;18;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000030555;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.8;nein;;nicht regelbar;nein;null;19.07.2006;;;;SN;Leipzig;Mölkau;04316;Karlstr.;4;;
E41081010000000000000000000030555;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.83;nein;;nicht regelbar;nein;null;19.07.2006;;;;SN;Leipzig;Mölkau;04316;Karlstr.;4;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004237100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.1;nein;;;nein;null;09.11.2009;;;;SN;Leipzig;;04279;Magdeborner Str.;14;;
E40770010000010000000004237100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.08;nein;;;nein;null;09.11.2009;;;;SN;Leipzig;;04279;Magdeborner Str.;14;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003996500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.8;nein;;;nein;null;25.09.2009;;;;SN;Leipzig;;04349;Kästnerbogen;4;;
E40770010000010000000003996500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.75;nein;;;nein;null;25.09.2009;;;;SN;Leipzig;;04349;Kästnerbogen;4;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004450400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.4;nein;;;nein;null;16.04.2010;;;;SN;Leipzig;;04357;Berthastr.;1;;
E40770010000010000000004450400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.45;nein;;;nein;null;16.04.2010;;;;SN;Leipzig;;04357;Berthastr.;1;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004531900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.2;nein;;;nein;null;29.06.2010;;;;SN;Leipzig;;04329;Hummelstr.;16;;
E40770010000010000000004531900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.25;nein;;;nein;null;29.06.2010;;;;SN;Leipzig;;04329;Hummelstr.;16;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000487500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.1;nein;;;nein;null;12.12.2002;;;;SN;Leipzig;;04157;Coppistr.;57;;
E40770010000010000000000487500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.12;nein;;;nein;null;12.12.2002;;;;SN;Leipzig;;04157;Coppistr.;57;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000130860;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.2;nein;;nicht regelbar;nein;null;21.10.2008;;;;SN;Leipzig;Holzhausen;04288;Ziegelstr.;19;;
E41081010000000000000000000130860;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.15;nein;;nicht regelbar;nein;null;21.10.2008;;;;SN;Leipzig;Holzhausen;04288;Ziegelstr.;19;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000131496;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.8;nein;;nicht regelbar;nein;null;17.12.2008;;;;SN;Leipzig;Baalsdorf;04316;Zum Alten Seebad;28;;
E41081010000000000000000000131496;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.76;nein;;nicht regelbar;nein;null;17.12.2008;;;;SN;Leipzig;Baalsdorf;04316;Zum Alten Seebad;28;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000717200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.8;nein;;;nein;null;24.03.2005;;;;SN;Leipzig;;04318;Resedaweg;7;;
E40770010000010000000000717200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.75;nein;;;nein;null;24.03.2005;;;;SN;Leipzig;;04318;Resedaweg;7;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;
E40770010000010000000005911700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.0;nein;;;nein;null;20.07.2012;;;;SN;Leipzig;;04347;Taubestr.;54;;
E40770010000010000000005911700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8;nein;;;nein;null;30.04.2012;;;;SN;Leipzig;;04347;Taubestr.;54;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000128733;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.9;nein;;nicht regelbar;nein;null;07.08.2008;;;;SN;Leipzig;Althen-Kleinpösna;04319;Am Wiesenblick;38;;
E41081010000000000000000000128733;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.93;nein;;nicht regelbar;nein;null;07.08.2008;;;;SN;Leipzig;Althen-Kleinpösna;04319;Am Wiesenblick;38;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000159553;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.6;nein;;nicht regelbar;nein;null;27.07.2010;;;;SN;Leipzig;Seehausen;04356;Residenzstr.;31;;
E41081010000000000000000000159553;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.65;nein;;nicht regelbar;nein;null;27.07.2010;;;;SN;Leipzig;Seehausen;04356;Residenzstr.;31;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005998200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.4;nein;;;nein;null;21.08.2012;;;;SN;Leipzig;;04249;Dieskaustr.;403;;
E40770010000010000000005998200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.35;nein;;;nein;null;21.08.2012;;;;SN;Leipzig;;04249;Dieskaustr.;403;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000177688;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;7.347.6;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;29.12.2011;;;;SN;Leipzig;Althen-Kleinpösna;04319;Oertgering;99;;
E41081010000000000000000000177688;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;7347.6;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;29.12.2011;;;;SN;Leipzig;Althen-Kleinpösna;04319;Oertgering;99;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001472000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.0;nein;;;nein;null;05.07.2006;;;;SN;Leipzig;;04207;Miltenberger Str.;11a;;
E40770010000010000000001472000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.01;nein;;;nein;null;05.07.2006;;;;SN;Leipzig;;04207;Miltenberger Str.;11a;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000002370800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.1;nein;;;nein;null;23.11.2007;;;;SN;Leipzig;;04277;Meusdorfer Str.;16;;
E40770010000010000000002370800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.14;nein;;;nein;null;23.11.2007;;;;SN;Leipzig;;04277;Meusdorfer Str.;16;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000134779;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;81.0;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
E41081010000000000000000000134779;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;80.95;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000127587;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.3;nein;;nicht regelbar;nein;null;20.06.2008;;;;SN;Leipzig;Burghausen-Rückmarsdorf;04178;Zum Bahnhof;1;;
E41081010000000000000000000127587;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.28;nein;;nicht regelbar;nein;null;20.06.2008;;;;SN;Leipzig;Burghausen-Rückmarsdorf;04178;Zum Bahnhof;1;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fehler;;;;;;;;;;;;;;;;;;;
E41081010000000000000000000007279;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Wasser;NS;165.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;08.09.2001;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Mühlenstr.;17;;
E41081010000000000000000000007279;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Wasserkraft;NS;165;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;08.09.2001;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Mühlenstr.;17;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005952300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.2;nein;;;nein;null;11.07.2012;;;;SN;Leipzig;;04249;Weigandtweg;71;;
E40770010000010000000005952300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.24;nein;;;nein;null;11.07.2012;;;;SN;Leipzig;;04249;Weigandtweg;71;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003277400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.8;nein;;;nein;null;24.11.2008;;;;SN;Leipzig;;04249;Häußerstr.;17;;
E40770010000010000000003277400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.76;nein;;;nein;null;24.11.2008;;;;SN;Leipzig;;04249;Häußerstr.;17;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000170888;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.6;nein;;nicht regelbar;nein;null;06.06.2011;;;;SN;Leipzig;Wiederitzsch;04158;Mohnweg;11;;
E41081010000000000000000000170888;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.61;nein;;nicht regelbar;nein;null;06.06.2011;;;;SN;Leipzig;Wiederitzsch;04158;Mohnweg;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;
E40770010000010000000006129400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.0;nein;;;nein;null;23.11.2012;;;;SN;Leipzig;;04349;Hainburger Weg;43;;
E40770010000010000000006129400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7;nein;;;nein;null;30.10.2012;;;;SN;Leipzig;;04349;Hainburger Weg;43;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000185827;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.7;nein;;70 % Begrenzung;nein;null;01.03.2012;;;;SN;Leipzig;Wiederitzsch;04158;Amselgrund;4;;
E41081010000000000000000000185827;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.74;nein;;70 % Begrenzung;nein;null;01.03.2012;;;;SN;Leipzig;Wiederitzsch;04158;Amselgrund;4;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fehler;;;;;;;;;;;;;;;;;;;
E40770010000209311801949960000002;50Hertz;Netz Leipzig GmbH;10001882;Wind;MS;800.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;04.05.2006;;;;SN;Leipzig;;04249;Seebenischer Straße;;;
E40770010000209311801949960000002;50Hertz;Netz Leipzig GmbH;10001882;Windenergie;MS;800;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;04.05.2006;;;;SN;Leipzig;;04249;Seebenischer Straße;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000181568;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.4;nein;;nicht regelbar;nein;null;18.11.2011;;;;SN;Leipzig;Mölkau;04316;Karl-Friedrich-Str.;12;;
E41081010000000000000000000181568;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.35;nein;;nicht regelbar;nein;null;18.11.2011;;;;SN;Leipzig;Mölkau;04316;Karl-Friedrich-Str.;12;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;
E40770010000010000000005792000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;70 % Begrenzung;nein;null;21.12.2011;;;;SN;Leipzig;;04159;Georg-Schumann-Str.;317;;
E40770010000010000000005792000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;70 % Begrenzung;nein;null;20.03.2012;;;;SN;Leipzig;;04159;Georg-Schumann-Str.;317;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004842500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.0;nein;;;nein;null;25.11.2010;;;;SN;Leipzig;;04329;Adelgunde-Gottsched-Weg;9;;
E40770010000010000000004842500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.02;nein;;;nein;null;25.11.2010;;;;SN;Leipzig;;04329;Adelgunde-Gottsched-Weg;9;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004852600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.8;nein;;;nein;null;30.12.2010;;;;SN;Leipzig;;04329;Am Lösegraben;13;;
E40770010000010000000004852600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.76;nein;;;nein;null;30.12.2010;;;;SN;Leipzig;;04329;Am Lösegraben;13;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
