AnlagenschlÃ¼ssel;Ãœbertragungsnetzbetreiber;Netzbetreiber;Netzbetreiber Betriebsnummer;EnergietrÃ¤ger;Einspeisungsebene;Leistung;Leistungsgemessene Anlage;Zeitreihentyp;Regelbarkeit;Biomasse KWK-Anteil;Biomassetechnologie;Zeitpunkt der Inbetriebnahme;Zeitpunkt der Ausserbetriebnahme;Zeitpunkt des Netzzugangs;Zeitpunkt des Netzabgangs;BundeslandkÃ¼rzel;Ort;Ortsteil;PLZ;Strasse;Nummer;Flur;FlurstÃ¼ck
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000497000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.6;nein;;;nein;null;08.11.2002;;;;SN;Leipzig;;04249;Knautnaundorfer Str.;4;;
E40770010000010000000000497000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.64;nein;;;nein;null;08.11.2002;;;;SN;Leipzig;;04249;Knautnaundorfer Str.;4;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005436300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.0;nein;;;nein;null;08.11.2011;;;;SN;Leipzig;;04159;Hüfnerstr.;7;;
E40770010000010000000005436300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.95;nein;;;nein;null;08.11.2011;;;;SN;Leipzig;;04159;Hüfnerstr.;7;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005434700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.9;nein;;;nein;null;13.12.2011;;;;SN;Leipzig;;04315;Mariannenstr.;44;;
E40770010000010000000005434700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.92;nein;;;nein;null;13.12.2011;;;;SN;Leipzig;;04315;Mariannenstr.;44;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005461200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.8;nein;;;nein;null;20.12.2011;;;;SN;Leipzig;;04349;Klosterneuburger Weg;8;;
E40770010000010000000005461200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.76;nein;;;nein;null;20.12.2011;;;;SN;Leipzig;;04349;Klosterneuburger Weg;8;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000198102;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.9;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;30.08.2012;;;;SN;Leipzig;Wiederitzsch;04158;Sperlingsgrund;16;;
E41081010000000000000000000198102;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.88;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;30.08.2012;;;;SN;Leipzig;Wiederitzsch;04158;Sperlingsgrund;16;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000487800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.1;nein;;;nein;null;19.12.2002;;;;SN;Leipzig;;04207;Ansbacher Str.;11;;
E40770010000010000000000487800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.13;nein;;;nein;null;19.12.2002;;;;SN;Leipzig;;04207;Ansbacher Str.;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005449900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;79.9;nein;;;nein;null;19.12.2011;;;;SN;Leipzig;;04209;Dahlienstr.;26;;
E40770010000010000000005449900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;79.92;nein;;;nein;null;19.12.2011;;;;SN;Leipzig;;04209;Dahlienstr.;26;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000002490600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.6;nein;;;nein;null;03.12.2007;;;;SN;Leipzig;;04229;Karl-Heine-Str.;11;;
E40770010000010000000002490600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.63;nein;;;nein;null;03.12.2007;;;;SN;Leipzig;;04229;Karl-Heine-Str.;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005931000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.0;nein;;;nein;null;26.06.2012;;;;SN;Leipzig;;04315;Zollikofer Str.;23;;
E40770010000010000000005931000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.89;nein;;;nein;null;26.06.2012;;;;SN;Leipzig;;04315;Zollikofer Str.;23;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000488000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.8;nein;;;nein;null;19.12.2002;;;;SN;Leipzig;;04347;Lazarusstr.;15;;
E40770010000010000000000488000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.76;nein;;;nein;null;19.12.2002;;;;SN;Leipzig;;04347;Lazarusstr.;15;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000126686;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.0;nein;;nicht regelbar;nein;null;11.06.2008;;;;SN;Leipzig;Mölkau;04316;Aprikosenweg;22;;
E41081010000000000000000000126686;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.96;nein;;nicht regelbar;nein;null;11.06.2008;;;;SN;Leipzig;Mölkau;04316;Aprikosenweg;22;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000192930;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;9.9;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;24.05.2012;;;;SN;Leipzig;Wiederitzsch;04158;Auschwitzer Str.;17;;
E41081010000000000000000000192930;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;9.88;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;24.05.2012;;;;SN;Leipzig;Wiederitzsch;04158;Auschwitzer Str.;17;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000127757;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;9.8;nein;;nicht regelbar;nein;null;18.07.2008;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Elstermühlweg;4;;
E41081010000000000000000000127757;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;9.75;nein;;nicht regelbar;nein;null;18.07.2008;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Elstermühlweg;4;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000134775;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;13.3;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
E41081010000000000000000000134775;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;13.33;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000168957;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.7;nein;;nicht regelbar;nein;null;18.05.2011;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Burgauenstr.;13;;
E41081010000000000000000000168957;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.72;nein;;nicht regelbar;nein;null;18.05.2011;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Burgauenstr.;13;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005236200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.4;nein;;;nein;null;14.07.2011;;;;SN;Leipzig;;04105;Wettiner Str.;3;;
E40770010000010000000005236200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.39;nein;;;nein;null;14.07.2011;;;;SN;Leipzig;;04105;Wettiner Str.;3;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000006107700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.2;nein;;;nein;null;26.10.2012;;;;SN;Leipzig;;04349;Tauchaer Str.;337;;
E40770010000010000000006107700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.25;nein;;;nein;null;26.10.2012;;;;SN;Leipzig;;04349;Tauchaer Str.;337;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;Fehler;Fehler;;
E40770010000010000000006111600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;40.0;nein;;;nein;null;28.11.2012;;;;SN;Leipzig;;04249;Dieskaustr.;401a;;
E40770010000010000000006111600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;40;nein;;;nein;null;28.11.2012;;;;SN;Leipzig;;04249;Dieskaustr. Flst;3,69;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000186867;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;1.862.4;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;30.03.2012;;;;SN;Leipzig;Lindenthal;04158;Torstensonring;99;;
E41081010000000000000000000186867;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;1862.4;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;30.03.2012;;;;SN;Leipzig;Lindenthal;04158;Torstensonring;99;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000493700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.4;nein;;;nein;null;13.02.2004;;;;SN;Leipzig;;04179;Ellernweg;5;;
E40770010000010000000000493700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.36;nein;;;nein;null;13.02.2004;;;;SN;Leipzig;;04179;Ellernweg;5;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000196839;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.4;nein;;70 % Begrenzung;nein;null;07.08.2012;;;;SN;Leipzig;Engelsdorf;04319;Ritterspornweg;2;;
E41081010000000000000000000196839;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.43;nein;;70 % Begrenzung;nein;null;07.08.2012;;;;SN;Leipzig;Engelsdorf;04319;Ritterspornweg;2;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000006456;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.8;nein;;nicht regelbar;nein;null;09.05.1994;;;;SN;Leipzig;Engelsdorf;04319;Schneeballweg;6;;
E41081010000000000000000000006456;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.78;nein;;nicht regelbar;nein;null;09.05.1994;;;;SN;Leipzig;Engelsdorf;04319;Schneeballweg;6;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fehler;;;;;;;;;;;;;;;;;;;
E41081010000000000000000000182702;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Wasser;NS;45.0;nein;;nicht regelbar;nein;null;13.12.2011;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Elsteraue;39;;
E41081010000000000000000000182702;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Wasserkraft;NS;45;nein;;nicht regelbar;nein;null;13.12.2011;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Elsteraue;39;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005306400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.1;nein;;;nein;null;28.07.2011;;;;SN;Leipzig;;04249;Albersdorfer Str.;13;;
E40770010000010000000005306400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.06;nein;;;nein;null;28.07.2011;;;;SN;Leipzig;;04249;Albersdorfer Str.;13;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000165064;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.4;nein;;nicht regelbar;nein;null;21.12.2010;;;;SN;Leipzig;Engelsdorf;04319;Arnoldplatz;25;;
E41081010000000000000000000165064;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;7.36;nein;;nicht regelbar;nein;null;21.12.2010;;;;SN;Leipzig;Engelsdorf;04319;Arnoldplatz;25;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005777800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;MS;1.100.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;29.06.2012;;;;SN;Leipzig;;04249;Gerhard-Ellrodt-Str.;170;;
E40770010000010000000005777800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;MS;1100;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;29.06.2012;;;;SN;Leipzig;;04249;Gerhard-Ellrodt-Str.;170;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000006193400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.4;nein;;;nein;null;30.11.2012;;;;SN;Leipzig;;04357;Herzenstr.;85;;
E40770010000010000000006193400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.39;nein;;;nein;null;30.11.2012;;;;SN;Leipzig;;04357;Herzenstr.;85;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004670200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.0;nein;;;nein;null;29.09.2010;;;;SN;Leipzig;;04249;Riffeisenstr.  a;35a;;
E40770010000010000000004670200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.03;nein;;;nein;null;29.09.2010;;;;SN;Leipzig;;04249;Riffeisenstr.  a;35a;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000160514;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;14.0;nein;;nicht regelbar;nein;null;17.09.2010;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Hallesche Str.;1;;
E41081010000000000000000000160514;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;14.03;nein;;nicht regelbar;nein;null;17.09.2010;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Hallesche Str.;1;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000201828;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;8.2;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;17.12.2012;;;;SN;Leipzig;Holzhausen;04288;Zaucheblick;18;;
E41081010000000000000000000201828;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;8.25;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;17.12.2012;;;;SN;Leipzig;Holzhausen;04288;Zaucheblick;18;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005995600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.0;nein;;;nein;null;12.06.2012;;;;SN;Leipzig;;04329;Hopfenweg;6;;
E40770010000010000000005995600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.89;nein;;;nein;null;12.06.2012;;;;SN;Leipzig;;04329;Hopfenweg;6;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005993800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.0;nein;;;nein;null;19.06.2012;;;;SN;Leipzig;;04329;Gundermannstr.;35;;
E40770010000010000000005993800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.89;nein;;;nein;null;19.06.2012;;;;SN;Leipzig;;04329;Gundermannstr.;35;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004236900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.8;nein;;;nein;null;02.12.2009;;;;SN;Leipzig;;04249;Ritterlingsweg;37;;
E40770010000010000000004236900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.85;nein;;;nein;null;02.12.2009;;;;SN;Leipzig;;04249;Ritterlingsweg;37;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004230300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.8;nein;;;nein;null;10.12.2009;;;;SN;Leipzig;;04329;Hornissenwinkel;25;;
E40770010000010000000004230300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.82;nein;;;nein;null;10.12.2009;;;;SN;Leipzig;;04329;Hornissenwinkel;25;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004238300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.1;nein;;;nein;null;21.12.2009;;;;SN;Leipzig;;04277;Mühlholzgasse;73;;
E40770010000010000000004238300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.07;nein;;;nein;null;21.12.2009;;;;SN;Leipzig;;04277;Mühlholzgasse;73;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004175300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;10.1;nein;;;nein;null;06.11.2009;;;;SN;Leipzig;;04109;Alexanderstr.;43;;
E40770010000010000000004175300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;10.08;nein;;;nein;null;06.11.2009;;;;SN;Leipzig;;04109;Alexanderstr.;43;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004532100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.0;nein;;;nein;null;30.06.2010;;;;SN;Leipzig;;04277;Windscheidstr.;41a;;
E40770010000010000000004532100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.05;nein;;;nein;null;30.06.2010;;;;SN;Leipzig;;04277;Windscheidstr.;41a;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000177908;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.2;nein;;nicht regelbar;nein;null;09.09.2011;;;;SN;Leipzig;Mölkau;04316;Engelsdorfer Str.;164;;
E41081010000000000000000000177908;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.15;nein;;nicht regelbar;nein;null;09.09.2011;;;;SN;Leipzig;Mölkau;04316;Engelsdorfer Str.;164;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005891000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;11.8;nein;;;nein;null;24.08.2012;;;;SN;Leipzig;;04328;An den Theklafeldern;18b;;
E40770010000010000000005891000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;11.76;nein;;;nein;null;24.08.2012;;;;SN;Leipzig;;04328;An den Theklafeldern;18b;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005886500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.4;nein;;;nein;null;07.08.2012;;;;SN;Leipzig;;04279;Auenhainer Str.;9;;
E40770010000010000000005886500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.37;nein;;;nein;null;07.08.2012;;;;SN;Leipzig;;04279;Auenhainer Str.;9;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000198318;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.7;nein;;70 % Begrenzung;nein;null;22.10.2012;;;;SN;Leipzig;Wiederitzsch;04158;Erlenweg;8;;
E41081010000000000000000000198318;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.73;nein;;70 % Begrenzung;nein;null;22.10.2012;;;;SN;Leipzig;Wiederitzsch;04158;Erlenweg;8;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005351300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.5;nein;;;nein;null;15.09.2011;;;;SN;Leipzig;;04357;Herzenstr.;58;;
E40770010000010000000005351300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.49;nein;;;nein;null;15.09.2011;;;;SN;Leipzig;;04357;Herzenstr.;58;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005383600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.0;nein;;;nein;null;02.12.2011;;;;SN;Leipzig;;04249;Wendelin Hipler Weg;3;;
E40770010000010000000005383600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.03;nein;;;nein;null;02.12.2011;;;;SN;Leipzig;;04249;Wendelin Hipler Weg;3;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005673500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.3;nein;;70 % Begrenzung;nein;null;23.04.2012;;;;SN;Leipzig;;04349;Gottleubaer Str.;3;;
E40770010000010000000005673500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.34;nein;;70 % Begrenzung;nein;null;23.04.2012;;;;SN;Leipzig;;04349;Gottleubaer Str.;3;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005674200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.3;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;04.05.2012;;;;SN;Leipzig;;04289;Calderonweg;4;;
E40770010000010000000005674200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.27;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;04.05.2012;;;;SN;Leipzig;;04289;Calderonweg;4;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005514500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.1;nein;;;nein;null;23.12.2011;;;;SN;Leipzig;;04207;Lausner Weg;38b;;
E40770010000010000000005514500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.07;nein;;;nein;null;23.12.2011;;;;SN;Leipzig;;04207;Lausner Weg;38b;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000000502100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.0;nein;;;nein;null;17.04.2003;;;;SN;Leipzig;;04129;Melchthalweg;9;;
E40770010000010000000000502100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.96;nein;;;nein;null;17.04.2003;;;;SN;Leipzig;;04129;Melchthalweg;9;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000172994;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.0;nein;;nicht regelbar;nein;null;27.06.2011;;;;SN;Leipzig;Baalsdorf;04316;Apelsteinweg;17;;
E41081010000000000000000000172994;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.95;nein;;nicht regelbar;nein;null;27.06.2011;;;;SN;Leipzig;Baalsdorf;04316;Apelsteinweg;17;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000134774;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;88.6;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
E41081010000000000000000000134774;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;88.57;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000134778;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;21.0;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
E41081010000000000000000000134778;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;20.95;ja;;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000162070;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.6;nein;;nicht regelbar;nein;null;30.09.2010;;;;SN;Leipzig;Mölkau;04316;Hermann-Sander-Str.;2;;
E41081010000000000000000000162070;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.55;nein;;nicht regelbar;nein;null;30.09.2010;;;;SN;Leipzig;Mölkau;04316;Hermann-Sander-Str.;2;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
